"","x","x1","rating","plan","abbreviation","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"953",1221,1285,4,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"954",1222,1381,4,"Aetna Life Insurance Company (Pennsylvania)","OH","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"955",1223,1478,4,"Health Plan of the Upper Ohio Valley (Hometown Region)","OH","HMO","Yes",4.5,3,3.5,"Medicare","Other"
"956",1224,1576,4,"SummaCare","OH","HMO/POS","Yes",4,4,3.5,"Medicare","Other"
"957",1225,1672,3.5,"Aetna Health (Pennsylvania) - Ohio","OH","HMO","Yes",3,3,3,"Medicare","Aetna"
"958",1226,1767,3.5,"Health Plan of the Upper Ohio Valley (SecureCare)","OH","HMO","Yes",3.5,3,3,"Medicare","Other"
"959",1227,1864,3.5,"HealthAmerica Advantra (H5522)","OH","PPO","No",3.5,3,3.5,"Medicare","Other"
"960",1228,1961,3.5,"Humana Healthplan of Ohio","OH","HMO","Yes",3.5,3,3.5,"Medicare","Humana"
"961",1229,2055,3.5,"Humana Insurance (Ohio)","OH","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"962",1230,2151,3.5,"UnitedHealthcare Insurance","OH","PPO","Yes",3,3.5,3,"Medicare","United"
"963",1231,2243,3.5,"UnitedHealthcare of Ohio","OH","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"964",1232,2339,3,"Health Plan of the Upper Ohio Valley","OH","PPO","No",3.5,2.5,3,"Medicare","Other"
"965",1233,2435,3,"HealthAmerica Advantra (H8980)","OH","PPO","No",3.5,2.5,3,"Medicare","Other"
"966",1234,2531,3,"Humana Insurance","OH","PPO","No",4,3,3,"Medicare","Humana"
"967",1235,2628,3,"Mt. Carmel Health Plan","OH","HMO","No",4,2.5,2.5,"Medicare","Other"
"968",1236,2723,3,"Mt. Carmel Health Plan","OH","PPO","No",4,2.5,2.5,"Medicare","Other"
"969",1239,9100,3.5,"CareSource","OH","HMO","Yes",4,2.5,2.5,"Medicaid","Other"
"970",1240,1098,3.5,"Molina Healthcare of Ohio","OH","HMO","Yes",3.5,2.5,3.5,"Medicaid","Molina"
"971",1241,1192,3.5,"Paramount Advantage","OH","HMO","Yes",3.5,2.5,3,"Medicaid","Other"
"972",1242,1286,3,"Buckeye Community Health Plan","OH","HMO","Yes",4,2,2.5,"Medicaid","Other"
"973",1243,1382,3,"UnitedHealthcare Community Plan","OH","HMO","Yes",4,2,2.5,"Medicaid","United"
"974",1244,9101,3.5,"Coventry Health Care of Kansas","OK","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"975",1245,1099,2.5,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3,2,2,"Commercial","Aetna"
"976",1246,1193,2.5,"United HealthCare Services","OK","PPO","Yes",2.5,2,1.5,"Commercial","United"
"977",1247,1287,2.5,"UnitedHealthcare Insurance","OK","PPO","Yes",2.5,2,1.5,"Commercial","United"
"978",1248,1383,2.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",3.5,1.5,1.5,"Commercial","United"
"979",1249,1479,2,"Coventry Health and Life Insurance Company (Kansas)","OK","PPO","Yes",2.5,1.5,1.5,"Commercial","Coventry"
"980",1256,9102,4,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"981",1257,10100,4,"Aetna Life Insurance Company (Pennsylvania)","OK","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"982",1258,1194,3.5,"CommunityCare Managed Healthcare Plans of Oklahoma","OK","HMO","No",4,3.5,3,"Medicare","Other"
"983",1259,1288,3.5,"Coventry Health Care of Kansas","OK","HMO","No",3,3.5,3.5,"Medicare","Coventry"
"984",1260,1384,3.5,"Humana Insurance (Ohio)","OK","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"985",1261,1480,3.5,"UnitedHealthcare Insurance","OK","PPO","Yes",3,3.5,3,"Medicare","United"
"986",1262,1578,3.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",3.5,3,2.5,"Medicare","United"
"987",1263,1674,3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","OK","HMO","No",3,3.5,2.5,"Medicare","Blue"
"988",1264,1769,3,"Coventry Health and Life Insurance Company","OK","PPO","No",3.5,3,3,"Medicare","Coventry"
"989",1265,1866,3,"Humana Insurance","OK","PPO","No",4,3,3,"Medicare","Humana"
"990",1266,1963,2.5,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3251)","OK","HMO","No",3,3,2,"Medicare","Blue"
"991",1267,2057,2.5,"Lovelace Medicare Plan","OK","HMO","No",2.5,2,2.5,"Medicare","Other"
"992",1275,9103,4.5,"Kaiser Foundation Health Plan of the Northwest","OR","HMO","Yes",3,4.5,4.5,"Commercial","Kaiser"
"993",1276,10101,3.5,"Cigna Health and Life Insurance","OR","PPO","Yes",2,3,3.5,"Commercial","Cigna"
"994",1277,1195,3.5,"Connecticut General Life Insurance (Cigna)","OR","PPO","Yes",2,3,3.5,"Commercial","Connecticut General"
"995",1278,1289,3,"Moda Health","OR","PPO","Yes",3,2.5,2.5,"Commercial","Other"
"996",1279,1385,3,"PacificSource Health Plans - Oregon","OR","PPO","Yes",1.5,2.5,3,"Commercial","Other"
"997",1280,1481,3,"Providence Health Plans - Oregon","OR","PPO","No (In process)",2,3,3.5,"Commercial","Other"
"998",1281,1579,3,"United HealthCare Services","OR","PPO","Yes",2,2.5,3,"Commercial","United"
"999",1282,1675,3,"UnitedHealthcare Insurance","OR","PPO","Yes",2,2.5,3,"Commercial","United"
"1000",1283,1770,2.5,"Aetna Life Insurance Company (Oregon)","OR","PPO","Yes",2,2,2,"Commercial","Aetna"
"1001",1284,1867,2.5,"LifeWise Health Plan of Oregon","OR","PPO","Yes",1.5,2,2,"Commercial","Other"
"1002",1285,1964,2.5,"Regence BlueCross BlueShield of Oregon","OR","PPO","No (Scheduled)",2.5,2.5,3,"Commercial","Blue"
"1003",1290,9104,5,"Kaiser Foundation Health Plan of the Northwest","OR","HMO","Yes",4,5,4.5,"Medicare","Kaiser"
"1004",1291,10102,4,"Aetna Life Insurance Company (Pennsylvania)","OR","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1005",1292,1196,4,"Humana Medical Plan - Florida","OR","HMO","Yes",3,4,3.5,"Medicare","Humana"
"1006",1293,1290,4,"Providence Health Plans","OR","HMO/POS","No",4,5,4,"Medicare","Other"
"1007",1294,1386,4,"UnitedHealthcare of Oregon","OR","HMO","Yes",3,4,3.5,"Medicare","United"
"1008",1295,1482,3.5,"ATRIO Health Plans (H7006)","OR","PPO","No",4.5,4,3,"Medicare","Other"
"1009",1296,1580,3.5,"Health Net of Oregon","OR","HMO","No",3.5,4,3.5,"Medicare","Health Net"
"1010",1297,1676,3.5,"Humana Insurance (Ohio)","OR","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1011",1298,1771,3.5,"PacificSource","OR","HMO/POS","No",4,3.5,3,"Medicare","Other"
"1012",1299,1868,3.5,"Regence BlueCross BlueShield of Oregon","OR","PPO","No (Scheduled)",3.5,4,3,"Medicare","Blue"
"1013",1300,1965,3.5,"UnitedHealthcare Insurance","OR","HMO/POS","Yes",3,3,3,"Medicare","United"
"1014",1301,2059,3.5,"UnitedHealthcare Insurance","OR","PPO","Yes",3,3.5,3,"Medicare","United"
"1015",1302,2154,3.5,"UnitedHealthcare Insurance","OR","PPO","Yes",2.5,3,3,"Medicare","United"
"1016",1303,2246,3,"Health Net Life Insurance","OR","PPO","No",3,3,3,"Medicare","Health Net"
"1017",1304,2342,3,"Health Plan of CareOregon","OR","POS","Yes",2,2.5,3,"Medicare","Other"
"1018",1305,2437,3,"Moda Health","OR","PPO","No",3,3.5,2.5,"Medicare","Other"
"1019",1306,2533,3,"PacificSource","OR","PPO","No",3.5,2,3,"Medicare","Other"
"1020",1307,2630,3,"Samaritan Advantage Health Plans","OR","HMO","No",3,3,2.5,"Medicare","Other"
"1021",1308,2724,2.5,"ATRIO Health Plans (H3814) †","OR","HMO","No",2,2,3,"Medicare","Other"
"1022",1309,2820,2.5,"ATRIO Health Plans (H5995) †","OR","HMO","No",2,3,2.5,"Medicare","Other"
"1023",1320,9106,5,"UPMC Benefit Management Services","PA","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"1024",1321,10104,5,"UPMC Health Coverage","PA","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"1025",1322,1198,4.5,"Geisinger Health Plan","PA","HMO/POS","Yes",3,4,4,"Commercial","Other"
"1026",1323,1292,4.5,"Geisinger Quality Options","PA","PPO","Yes",4,4,4.5,"Commercial","Other"
"1027",1324,1388,4.5,"HealthAmerica Pennsylvania","PA","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"1028",1325,1484,4.5,"HealthAssurance Pennsylvania","PA","POS","Yes",4.5,4.5,4,"Commercial","Other"
"1029",1326,1582,4.5,"Keystone Health Plan West","PA","HMO","Yes",3.5,4.5,3.5,"Commercial","Other"
"1030",1327,1678,4.5,"Martin's Point US Family Health Plan","PA","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"1031",1328,1773,4.5,"UPMC Health Plan","PA","HMO","No (Scheduled)",4.5,4.5,4,"Commercial","Other"
"1032",1329,1869,4,"Aetna Life Insurance Company (Pennsylvania)","PA","PPO","Yes",3,3.5,3,"Commercial","Aetna"
"1033",1330,1966,4,"AmeriHealth HMO","PA","HMO/POS","Yes",3,3.5,3,"Commercial","Other"
"1034",1331,2060,4,"Capital Advantage Assurance Company","PA","PPO","Yes",3.5,3.5,3,"Commercial","Other"
"1035",1332,2155,4,"Capital Advantage Insurance","PA","POS","Yes",3.5,4,3.5,"Commercial","Other"
"1036",1333,2247,4,"First Priority Health","PA","HMO/POS","Yes",4.5,3.5,3,"Commercial","Other"
"1037",1334,2343,4,"Highmark Health Insurance Company (HHIC)","PA","PPO","Yes",3,3.5,3.5,"Commercial","Other"
"1038",1335,2438,4,"Keystone Health Plan Central","PA","HMO","Yes",3.5,4,3.5,"Commercial","Other"
"1039",1336,2534,4,"Keystone Health Plan East","PA","HMO/POS","Yes",3.5,4,3,"Commercial","Other"
"1040",1337,2631,4,"QCC Insurance (Personal Choice)","PA","PPO","Yes",4,4,3.5,"Commercial","Other"
"1041",1338,2725,4,"UPMC Benefit Management Services","PA","PPO","Yes",2.5,4,4,"Commercial","Other"
"1042",1339,2821,4,"UPMC Health Options","PA","PPO","Yes",2.5,4,4,"Commercial","Other"
"1043",1341,9107,4.5,"Geisinger Health Plan","PA","HMO","Yes",4,4,4,"Medicare","Other"
"1044",1342,10105,4.5,"Keystone Health Plan East","PA","HMO","Yes",4,3.5,4,"Medicare","Other"
"1045",1343,1199,4.5,"QCC Insurance (Personal Choice)","PA","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"1046",1344,1293,4,"Aetna Health (Pennsylvania)","PA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"1047",1345,1389,4,"Aetna Life Insurance Company (Pennsylvania)","PA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1048",1346,1485,4,"Geisinger Indemnity Insurance","PA","PPO","Yes",3.5,3,3.5,"Medicare","Other"
"1049",1347,1583,4,"HealthAmerica Advantra","PA","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"1050",1348,1679,4,"Highmark Senior Health Company","PA","PPO","Yes",4,3.5,3,"Medicare","Other"
"1051",1349,1774,4,"Keystone Health Plan Central","PA","HMO","Yes",4,4,3,"Medicare","Other"
"1052",1350,1870,4,"Keystone Health Plan West","PA","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"1053",1351,1967,4,"UnitedHealthcare Insurance","PA","HMO","No",4,5,4,"Medicare","United"
"1054",1352,2061,4,"UPMC Health Plan","PA","HMO","Yes",3.5,3.5,3.5,"Medicare","Other"
"1055",1353,2156,3.5,"HealthAmerica Advantra (H5522)","PA","PPO","No",3.5,3,3.5,"Medicare","Other"
"1056",1354,2248,3.5,"Humana Benefit Plan of Illinois","PA","PPO","No",3.5,3.5,3,"Medicare","Humana"
"1057",1355,2344,3.5,"Humana Insurance (Ohio)","PA","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1058",1356,2439,3.5,"UnitedHealthcare Insurance","PA","PPO","Yes",3,3.5,3,"Medicare","United"
"1059",1357,2535,3.5,"UnitedHealthcare Insurance (Pennsylvania)","PA","PPO","Yes",3,2.5,3,"Medicare","United"
"1060",1358,2632,3.5,"UPMC Health Network","PA","PPO","Yes",3,3,3.5,"Medicare","Health Net"
"1061",1359,2726,3,"American Progressive Life & Health Insurance of New York","PA","PPO","No",3.5,3,3,"Medicare","Other"
"1062",1360,2822,3,"Cigna-HealthSpring Pennsylvania","PA","HMO","Yes",2,3,3,"Medicare","HealthSpring"
"1063",1362,9108,4,"AmeriHealth Caritas Pennsylvania","PA","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"1064",1363,10106,4,"Health Partners Plans","PA","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"1065",1364,11100,4,"Keystone First","PA","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"1066",1365,1294,4,"UPMC For You","PA","HMO","Yes",3,4,4,"Medicaid","Other"
"1067",1366,1390,3.5,"Gateway Health","PA","HMO","Yes",3,3.5,3,"Medicaid","Other"
"1068",1367,1486,3.5,"Geisinger Health Plan","PA","HMO","No (Scheduled)",2,4,4,"Medicaid","Other"
"1069",1368,1584,3.5,"UnitedHealthcare Community Plan","PA","HMO","Yes",3,3.5,2.5,"Medicaid","United"
"1070",1369,1680,3,"Aetna Better Health","PA","HMO","Yes",2,3,3,"Medicaid","Aetna"
"1071",1370,9109,5,"Tufts Associated Health Maintenance Organization","RI","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"1072",1371,10107,5,"Tufts Benefit Administrators","RI","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"1073",1372,11101,4.5,"Blue Cross & Blue Shield of Rhode Island","RI","PPO","Yes",3.5,4.5,4,"Commercial","Blue"
"1074",1373,1295,3.5,"United HealthCare Services","RI","PPO","Yes",3,4,2.5,"Commercial","United"
"1075",1374,1391,3.5,"UnitedHealthcare Insurance","RI","PPO","Yes",3,4,2.5,"Commercial","United"
"1076",1375,1487,3,"Aetna Life Insurance Company (Rhode Island)","RI","PPO","Yes",2.5,3,NA,"Commercial","Aetna"
"1077",1376,1585,3,"Cigna Health and Life Insurance","RI","PPO","Yes",2.5,3.5,NA,"Commercial","Cigna"
"1078",1377,1681,3,"Connecticut General Life Insurance (Cigna)","RI","PPO","Yes",2.5,3.5,NA,"Commercial","Connecticut General"
"1079",1382,9110,4,"Aetna Life Insurance Company (Pennsylvania)","RI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1080",1383,10108,4,"Aetna Life Insurance Company (Rhode Island)","RI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1081",1384,11102,4,"UnitedHealthcare Insurance (Regional)","RI","PPO","Yes",3,3.5,3.5,"Medicare","United"
"1082",1385,1296,3.5,"UnitedHealthcare Insurance","RI","PPO","Yes",3,3.5,3,"Medicare","United"
"1083",1386,1392,3.5,"UnitedHealthcare of New England","RI","HMO","Yes",2.5,3.5,3.5,"Medicare","United"
"1084",1387,1488,3,"UnitedHealthcare Insurance of Massachusetts †","RI","HMO","No",2,3.5,3.5,"Medicare","United"
"1085",1390,9111,4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",4,4.5,4,"Medicaid","Other"
"1086",1391,10109,4.5,"UnitedHealthcare Community Plan","RI","HMO","Yes",3.5,4.5,4,"Medicaid","United"
"1087",1392,9112,3,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","Yes",3,2.5,2,"Commercial","Blue"
"1088",1393,10110,3,"Cigna Health and Life Insurance","SC","PPO","Yes",2.5,3,2.5,"Commercial","Cigna"
"1089",1394,11103,3,"Connecticut General Life Insurance (Cigna)","SC","PPO","Yes",2.5,3,2.5,"Commercial","Connecticut General"
"1090",1395,1297,3,"Coventry Health Care of the Carolinas","SC","HMO/POS","Yes",3,3,2,"Commercial","Coventry"
"1091",1396,1393,3,"Humana Health Plan","SC","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"1092",1397,1489,3,"United HealthCare Services","SC","PPO","Yes",3.5,2,2.5,"Commercial","United"
"1093",1398,1587,3,"UnitedHealthcare Insurance","SC","PPO","Yes",3.5,2,2.5,"Commercial","United"
"1094",1399,1683,2.5,"Aetna Life Insurance Company (South Carolina)","SC","PPO","Yes",3,2,1.5,"Commercial","Aetna"
"1095",1404,9113,4,"Aetna Life Insurance Company (Pennsylvania)","SC","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1096",1405,10111,4,"Aetna Life Insurance Company (South Carolina)","SC","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1097",1406,11104,4,"Humana Health Plan","SC","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"1098",1407,1298,3.5,"Humana Health Plan - Kentucky","SC","HMO","Yes",3,3,3,"Medicare","Humana"
"1099",1408,1394,3.5,"Humana Insurance (Ohio)","SC","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1100",1409,1490,3.5,"UnitedHealthcare Insurance","SC","PPO","Yes",3,3.5,3,"Medicare","United"
"1101",1410,1588,3.5,"UnitedHealthcare Insurance","SC","HMO","Yes",3,3,2.5,"Medicare","United"
"1102",1411,1684,3,"Humana Insurance","SC","PPO","No",4,3,3,"Medicare","Humana"
"1103",1412,1777,2.5,"Care Improvement Plus South Central Insurance (H6528)","SC","PPO","No",2.5,2.5,2,"Medicare","Care Improvement"
"1104",1413,1873,2.5,"Care Improvement Plus South Central Insurance (R3444)","SC","PPO","No",3,2.5,2,"Medicare","Care Improvement"
"1105",1414,1970,2.5,"Care Improvement Plus South Central Insurance (R9896)","SC","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"1106",1415,2064,1.5,"Windsor Health Plan (TN)","SC","HMO","No",2,1.5,1.5,"Medicare","Other"
"1107",1418,9114,3.5,"Select Health of South Carolina","SC","HMO","Yes",4,3,2.5,"Medicaid","Other"
"1108",1419,10112,3,"Absolute Total Care","SC","HMO","Yes",4,2.5,2,"Medicaid","Other"
"1109",1420,11105,3,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",3.5,2.5,2.5,"Medicaid","Blue"
"1110",1421,1299,2.5,"Molina Healthcare of South Carolina","SC","HMO","No (In process)",4,2,2,"Medicaid","Molina"
"1111",1422,1395,2.5,"WellCare of South Carolina","SC","HMO","Yes (Interim)",3.5,2,2.5,"Medicaid","WellCare"
"1112",1424,9115,4,"Medica Insurance Company (MIC)","SD","PPO","Yes",3,3.5,4,"Commercial","Medica "
"1113",1425,10113,4,"Medica Self-Insured (MSI)","SD","PPO","Yes",3,3.5,4,"Commercial","Medica "
"1114",1426,11106,4,"Sanford Health Plan","SD","HMO","Yes",3,3,4,"Commercial","Other"
"1115",1427,12100,2,"Cigna Health and Life Insurance","SD","PPO","Yes",3,1.5,NA,"Commercial","Cigna"
"1116",1428,1396,2,"Connecticut General Life Insurance (Cigna)","SD","PPO","Yes",3,1.5,NA,"Commercial","Connecticut General"
"1117",1437,9116,4,"Aetna Life Insurance Company (Pennsylvania)","SD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1118",1438,10114,4,"Medica (Cost)","SD","HMO","No",4,3.5,4,"Medicare","Medica "
"1119",1439,11107,3.5,"Coventry Health and Life Insurance Company (Iowa)","SD","PPO","No",3.5,3,4,"Medicare","Coventry"
"1120",1440,12101,3.5,"Humana Insurance (Ohio)","SD","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1121",1441,1397,3.5,"UnitedHealthcare Insurance","SD","PPO","Yes",3,3.5,3,"Medicare","United"
"1122",1444,9117,4,"Cigna HealthCare of Tennessee","TN","HMO/POS","Yes",4,3,3,"Commercial","Cigna"
"1123",1445,10115,3.5,"Aetna Health (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",4,2.5,2.5,"Commercial","Aetna"
"1124",1446,11108,3.5,"BlueCross BlueShield of Tennessee","TN","PPO","Yes",3.5,3,3,"Commercial","Blue"
"1125",1447,12102,3.5,"Cigna Health and Life Insurance","TN","PPO","Yes",3.5,3,2.5,"Commercial","Cigna"
"1126",1448,1398,3.5,"Connecticut General Life Insurance (Cigna)","TN","PPO","Yes",3.5,3,2.5,"Commercial","Connecticut General"
"1127",1449,1494,3.5,"Humana Health Plan of Tennessee","TN","HMO/POS","Yes",4,2.5,2.5,"Commercial","Humana"
"1128",1450,1590,3,"Aetna Life Insurance Company (Tennessee)","TN","PPO","Yes",3.5,2.5,2,"Commercial","Aetna"
"1129",1451,1686,3,"Humana Health Plan","TN","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"1130",1452,1779,3,"United HealthCare Services","TN","PPO","Yes",3.5,2.5,2.5,"Commercial","United"
"1131",1453,1875,3,"UnitedHealthcare Insurance","TN","PPO","Yes",3.5,2.5,2.5,"Commercial","United"
"1132",1454,1972,3,"UnitedHealthcare Plan of the River Valley","TN","HMO/POS","Yes",3,2.5,2.5,"Commercial","United"
"1133",1455,2066,3,"UnitedHealthCare Services of the River Valley","TN","HMO/POS","Yes",3,2.5,2.5,"Commercial","United"
"1134",1460,9118,4,"Aetna Health (Pennsylvania)","TN","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"1135",1461,10116,4,"Aetna Health (Pennsylvania) - Tennessee","TN","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"1136",1462,11109,4,"Aetna Life Insurance Company (Pennsylvania)","TN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1137",1463,12103,4,"Aetna Life Insurance Company (Tennessee)","TN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1138",1464,1399,4,"Cariten Health Plan","TN","HMO","Yes",4,4,3,"Medicare","Other"
"1139",1465,1495,4,"Humana Health Plan","TN","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"1140",1466,1591,3.5,"HealthSpring of Tennessee (H4454)","TN","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"1141",1467,1687,3.5,"Humana Insurance (Ohio)","TN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1142",1468,1780,3.5,"Humana Insurance Company (Tennessee)","TN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1143",1469,1876,3.5,"UnitedHealthcare Insurance","TN","PPO","Yes",3,3.5,3,"Medicare","United"
"1144",1470,1973,3.5,"UnitedHealthcare Plan of the River Valley","TN","HMO","Yes",2.5,3,3,"Medicare","United"
"1145",1471,2067,3,"HealthSpring of Tennessee (H1415)","TN","HMO","No",3.5,2.5,3,"Medicare","HealthSpring"
"1146",1472,2160,3,"HealthSpring of Tennessee (H4407)","TN","HMO","No",3,4,3,"Medicare","HealthSpring"
"1147",1473,2251,3,"Humana Insurance","TN","PPO","No",4,3,3,"Medicare","Humana"
"1148",1474,2346,1.5,"Windsor Health Plan (TN)","TN","HMO","No",2,1.5,1.5,"Medicare","Other"
"1149",1478,9119,3.5,"AMERIGROUP Tennessee","TN","HMO","Yes",4,3.5,3,"Medicaid","Other"
"1150",1479,10117,3.5,"UnitedHealthcare Plan of the River Valley (East)","TN","HMO","Yes",3.5,2.5,3,"Medicaid","United"
"1151",1480,11110,3.5,"UnitedHealthcare Plan of the River Valley (Middle)","TN","HMO","Yes",3.5,3,3,"Medicaid","United"
"1152",1481,12104,3.5,"Volunteer State Health Plan (BlueCare-East)","TN","HMO","Yes",4.5,3,3,"Medicaid","Blue"
"1153",1482,13100,3.5,"Volunteer State Health Plan (TennCare Select)","TN","HMO","Yes",4,2,3.5,"Medicaid","Other"
"1154",1483,1496,3,"UnitedHealthcare Plan of the River Valley (West)","TN","HMO","Yes",3.5,2.5,2.5,"Medicaid","United"
"1155",1484,1592,3,"Volunteer State Health Plan (BlueCare-West)","TN","HMO","Yes",3.5,2,2,"Medicaid","Blue"
"1156",1485,9120,3.5,"Aetna Life Insurance Company (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial","Aetna"
"1157",1486,10118,3.5,"Cigna Health and Life Insurance","TX","PPO","Yes",3,3,2.5,"Commercial","Cigna"
"1158",1487,11111,3.5,"Connecticut General Life Insurance (Cigna)","TX","PPO","Yes",3,3,2.5,"Commercial","Connecticut General"
"1159",1488,12105,3.5,"Humana Health Plan of Texas (San Antonio)","TX","HMO/POS","Yes",3.5,3,2.5,"Commercial","Humana"
"1160",1489,13101,3.5,"Scott and White Health Plan","TX","HMO/POS","Yes",3.5,3.5,3,"Commercial","Other"
"1161",1490,1497,3,"Aetna Health (Texas)","TX","HMO/POS","Yes",3.5,2.5,2.5,"Commercial","Aetna"
"1162",1491,1593,3,"Community First Health Plans","TX","HMO","Yes (Interim)",3,3,2.5,"Commercial","Other"
"1163",1492,1688,3,"Humana Health Plan of Texas (Austin)","TX","HMO/POS","Yes",2,2.5,2.5,"Commercial","Humana"
"1164",1493,1781,3,"Humana Health Plan of Texas (Corpus Christi)","TX","HMO/POS","Yes",2.5,2.5,2,"Commercial","Humana"
"1165",1494,1877,3,"Humana Health Plan of Texas (Houston)","TX","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Humana"
"1166",1495,1974,3,"Humana Insurance","TX","PPO","Yes",3,3,2,"Commercial","Humana"
"1167",1496,2068,3,"United HealthCare Services","TX","PPO","Yes",3,3,2,"Commercial","United"
"1168",1497,2161,3,"UnitedHealthcare Insurance","TX","PPO","Yes",3,3,2,"Commercial","United"
"1169",1498,2252,2.5,"Cigna HealthCare of Texas","TX","HMO/POS","Yes",3,2,1.5,"Commercial","Cigna"
"1170",1499,2347,1,"Allegian Health Plans","TX","HMO","No",NA,1,1,"Commercial","Other"
"1171",1506,9121,4.5,"KelseyCare Advantage","TX","HMO","No",5,5,3.5,"Medicare","Other"
"1172",1507,10119,4,"Aetna Life Insurance Company (Pennsylvania)","TX","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1173",1508,11112,4,"Aetna Life Insurance Company (Texas)","TX","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1174",1509,12106,4,"Scott and White Health Plan","TX","HMO","Yes",4.5,4,3,"Medicare","Other"
"1175",1510,13102,4,"UnitedHealthcare Insurance","TX","HMO","No",4,5,4,"Medicare","United"
"1176",1511,1498,3.5,"Aetna Health (Texas)","TX","HMO","Yes",2.5,3,3,"Medicare","Aetna"
"1177",1512,1594,3.5,"Humana Health Plan of Texas","TX","HMO","Yes",2.5,3.5,3,"Medicare","Humana"
"1178",1513,1689,3.5,"Humana Insurance (Ohio)","TX","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1179",1514,1782,3.5,"Humana Insurance Company (Texas)","TX","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1180",1515,1878,3.5,"Physicians Health Choice of Texas LLC","TX","HMO","Yes",2.5,4.5,3,"Medicare","Other"
"1181",1516,1975,3.5,"UnitedHealthcare Benefits of Texas","TX","HMO","Yes",3,4,3,"Medicare","United"
"1182",1517,2069,3.5,"UnitedHealthcare Insurance","TX","PPO","Yes",3,3.5,3,"Medicare","United"
"1183",1518,2162,3,"Care N' Care Insurance","TX","PPO","No",3.5,3.5,3,"Medicare","Other"
"1184",1519,2253,3,"Care1st Health Plan","TX","HMO","Yes",2,3.5,3,"Medicare","Other"
"1185",1520,2348,3,"First Health Life and Health Insurance","TX","PPO","No",3,2.5,3,"Medicare","Other"
