"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"846",10101,3.5,"Cigna Health and Life Insurance Company - Oregon","OR","PPO","Yes",2.5,3.5,3.5,"Commercial","Cigna"
"847",1195,3.5,"Connecticut General Life Insurance Company - Oregon","OR","PPO","Yes",2.5,3.5,3.5,"Commercial","Connecticut General"
"848",1288,3.5,"Moda Health Plan, Inc. (Oregon)","OR","PPO","Yes",1.5,3,3.5,"Commercial","Other"
"849",1386,3.5,"PacificSource Health Plans - Oregon","OR","PPO","Yes",3,2.5,3,"Commercial","Other"
"850",1480,3.5,"Providence Health Plans - Oregon","OR","PPO","Yes",2.5,3.5,3.5,"Commercial","Other"
"851",1574,3.5,"United Healthcare Services, Inc (Oregon)","OR","PPO","Yes",2,3,3.5,"Commercial","United"
"852",1668,3.5,"UnitedHealthcare Insurance Company (Oregon)","OR","PPO","Yes",2,3,3.5,"Commercial","United"
"853",1764,3,"Regence BlueCross BlueShield of Oregon","OR","PPO","No (In process)",3,2.5,3,"Commercial","Blue"
"854",1856,2.5,"Aetna Life Insurance Company (Oregon)","OR","PPO","Yes",2,2,2,"Commercial","Aetna"
"855",1954,2.5,"LifeWise Health Plan of Oregon, Inc.","OR","PPO","Yes",2,2,2.5,"Commercial","Other"
"856",9104,5,"Kaiser Foundation Health Plan of the Northwest, Inc. CMS Contract: H9003","OR","HMO","Yes",4.5,5,4.5,"Medicare","Kaiser"
"857",10102,4,"Providence Health Plans - Oregon CMS Contract: H9047","OR","HMO/POS","No",3.5,5,4,"Medicare","Other"
"858",1196,4,"UnitedHealthcare Insurance Company - Oregon / Washington CMS Contract: H1286","OR","HMO/POS","Yes",2.5,3.5,3.5,"Medicare","United"
"859",1289,4,"UnitedHealthcare of Oregon, Inc. (formerly PacifiCare of Oregon, Inc.) CMS Contract: H3805","OR","HMO","Yes",3,3.5,3.5,"Medicare","United"
"860",1387,3.5,"ATRIO Health Plans, Inc. CMS Contract: H7006","OR","PPO","No",4.5,3,3,"Medicare","Other"
"861",1481,3.5,"Health Net Health Plan of Oregon, Inc CMS Contract: H6815","OR","HMO","No",3,3,3.5,"Medicare","Health Net"
"862",1575,3.5,"Health Plan of CareOregon CMS Contract: H5859","OR","POS","Yes",2.5,3,3,"Medicare","Other"
"863",1669,3,"AllCare Health Plan, Inc. CMS Contract: H3810","OR","HMO","No",3.5,2.5,3.5,"Medicare","Other"
"864",1765,3,"Health Net Life Insurance Company (Medicare) CMS Contract: H5520","OR","PPO","No",3,3,3,"Medicare","Health Net"
"865",1857,3,"Moda Health Plan, Inc. (Oregon) CMS Contract: H3813","OR","PPO","No",3.5,3.5,3,"Medicare","Other"
"866",1955,3,"PacificSource Community Health Plans Inc. CMS Contract: H3864","OR","HMO/POS","No",3,3,3,"Medicare","Other"
"867",2047,3,"PacificSource Community Health Plans Inc. CMS Contract: H4754","OR","PPO","No",3.5,2,3,"Medicare","Other"
"868",2143,3,"Regence BlueCross BlueShield of Oregon CMS Contract: H3817","OR","PPO","No (In process)",3.5,3.5,3,"Medicare","Blue"
"869",2238,3,"Samaritan Advantage Health Plans HMO CMS Contract: H3811","OR","HMO","No",3,3.5,3,"Medicare","Other"
"870",2334,3,"Trillium Community Health Plan CMS Contract: H2174","OR","HMO","Yes",1.5,2,2.5,"Medicare","Other"
"871",2427,2.5,"ATRIO Health Plans, Inc. † CMS Contract: H3814","OR","HMO","No",2,2,2.5,"Medicare","Other"
"872",2524,2.5,"ATRIO Health Plans, Inc. CMS Contract: H6743","OR","PPO","No",2.5,2.5,2.5,"Medicare","Other"
"873",2622,2.5,"ATRIO Health Plans, Inc. † CMS Contract: H5995","OR","HMO","No",2,2,2.5,"Medicare","Other"
"874",9106,5,"UPMC Benefit Management Services, INC.","PA","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"875",10104,5,"UPMC Health Coverage, Inc.","PA","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"876",1198,5,"UPMC Health Plan, Inc.","PA","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"877",1290,4.5,"Highmark Choice Company","PA","HMO","Yes",4,4,4,"Commercial","Other"
"878",1388,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","PA","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"879",1482,4.5,"UPMC Benefit Management Services, INC.","PA","PPO","Yes",3,4.5,4,"Commercial","Other"
"880",1576,4.5,"UPMC Health Network, INC","PA","PPO","Yes",3,4.5,4,"Commercial","Health Net"
"881",1670,4.5,"UPMC Health Options, Inc.","PA","PPO","Yes",3,4.5,4,"Commercial","Other"
"882",1766,4,"Aetna Health Inc. (Pennsylvania) dba HealthAmerica Pennsylvania, Inc.","PA","HMO","Yes",3,3.5,3.5,"Commercial","Aetna"
"883",1858,4,"Aetna Life Insurance Company (Pennsylvania)","PA","PPO","Yes",3,3.5,3.5,"Commercial","Aetna"
"884",1956,4,"Capital Advantage Insurance Company","PA","POS","Yes",3.5,3.5,3.5,"Commercial","Other"
"885",2048,4,"Geisinger Health Plan","PA","HMO/POS","Yes",2.5,4,4,"Commercial","Other"
"886",2144,4,"Geisinger Quality Options","PA","PPO","Yes",3.5,3.5,4,"Commercial","Other"
"887",2239,4,"HealthAssurance Pennsylvania, Inc.","PA","POS","Yes",3,3.5,3.5,"Commercial","Other"
"888",2335,4,"Highmark Coverage Advantage","PA","PPO","Yes (Interim)",4,NA,NA,"Commercial","Other"
"889",2428,4,"Highmark Health Insurance Company (HHIC)","PA","PPO","Yes",2.5,3.5,3.5,"Commercial","Other"
"890",2525,4,"HMO of Northeastern Pennsylvania, Inc. d/b/a First Priority Health","PA","HMO/POS","Yes",2.5,3.5,3.5,"Commercial","Other"
"891",2623,4,"Keystone Health Plan Central","PA","HMO","Yes",3.5,3.5,3.5,"Commercial","Other"
"892",2719,4,"Keystone Health Plan East, Inc.","PA","HMO/POS","Yes",4,3.5,3,"Commercial","Other"
"893",2813,4,"QCC Insurance Company (Personal Choice)","PA","PPO","Yes",4,3.5,2.5,"Commercial","Other"
"894",9107,4.5,"Geisinger Health Plan CMS Contract: H3954","PA","HMO","Yes",3.5,3.5,4,"Medicare","Other"
"895",10105,4,"Aetna Health Inc. (Pennsylvania) CMS Contract: H3931","PA","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"896",1199,4,"Aetna Health Inc. (Pennsylvania) dba HealthAmerica Pennsylvania, Inc. CMS Contract: H3959","PA","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"897",1291,4,"Aetna Life Insurance Company (Pennsylvania) CMS Contract: H5521","PA","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"898",1389,4,"Geisinger Indemnity Insurance Company CMS Contract: H3924","PA","PPO","Yes",3.5,3,3.5,"Medicare","Other"
"899",1483,4,"Highmark Choice Company CMS Contract: H3957","PA","HMO","Yes",4,4,3,"Medicare","Other"
"900",1577,4,"Keystone Health Plan Central CMS Contract: H3962","PA","HMO","Yes",4,3.5,3,"Medicare","Other"
"901",1671,4,"Keystone Health Plan East, Inc. CMS Contract: H3952","PA","HMO","Yes",4.5,3,3,"Medicare","Other"
"902",1767,4,"QCC Insurance Company (Personal Choice) CMS Contract: H3909","PA","PPO","Yes",4.5,3.5,3,"Medicare","Other"
"903",1859,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","PA","HMO","No",4,4.5,4,"Medicare","United"
"904",1957,4,"UnitedHealthcare of New England, Inc. (MA/RI/VT/NH) CMS Contract: H1944","PA","HMO","Yes",3,3.5,3.5,"Medicare","United"
"905",2049,4,"UnitedHealthcare of New England, Inc. (PA) CMS Contract: H1944","PA","HMO","Yes",3,3.5,3.5,"Medicare","United"
"906",2145,4,"UPMC Health Network, INC CMS Contract: H5533","PA","PPO","Yes",4,3,3.5,"Medicare","Health Net"
"907",2240,4,"UPMC Health Plan, Inc. CMS Contract: H3907","PA","HMO","Yes",4.5,3.5,3.5,"Medicare","Other"
"908",2336,3.5,"HealthAssurance Pennsylvania, Inc. CMS Contract: H5522","PA","PPO","No",4,3.5,3.5,"Medicare","Other"
"909",2429,3.5,"Highmark Senior Health Company CMS Contract: H3916","PA","PPO","Yes",4,3.5,3,"Medicare","Other"
"910",2526,3,"Cigna-HealthSpring Pennsylvania, Inc. CMS Contract: H3949","PA","HMO","Yes - Under Review by NCQA",2.5,3,3,"Medicare","HealthSpring"
"911",2624,3,"Health Partners Plans CMS Contract: H9207","PA","HMO","No",2,3,3,"Medicare","Other"
"912",2720,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","PA","PPO","No",3.5,3,3,"Medicare","Humana"
"913",2814,3,"Humana Insurance Company CMS Contract: R5826","PA","PPO","No",3.5,2.5,3,"Medicare","Humana"
"914",9108,4.5,"Health Partners Plans","PA","HMO","Yes",3,4.5,4,"Medicaid","Other"
"915",10106,4.5,"UPMC For You, INC Special Project: PA Medicaid","PA","HMO","Yes",3.5,4,4,"Medicaid","Other"
"916",11100,4.5,"Vista Health Plan DBA AmeriHealth Caritas Pennsylvania","PA","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"917",1292,4,"Geisinger Health Plan Special Project: GHP Family","PA","HMO","Yes",3,3.5,4,"Medicaid","Other"
"918",1390,4,"Vista Health Plan DBA Keystone First Special Project: PA Medicaid","PA","HMO","Yes",3,4,3.5,"Medicaid","Other"
"919",1484,3.5,"Aetna Better Health Inc., a Pennsylvania Corporation","PA","HMO","Yes",3,3,3,"Medicaid","Aetna"
"920",1578,3.5,"Gateway Health Plan, Inc. Special Project: PA Medicaid","PA","HMO","Yes",3,3,3,"Medicaid","Other"
"921",1672,3.5,"UnitedHealthcare of Pennsylvania, Inc. Special Project: PA Medicaid","PA","HMO","Yes",3,3.5,3.5,"Medicaid","United"
"922",1768,3.5,"Vista Health Plan DBA AmeriHealth Caritas Northeast","PA","HMO","No (In process)",3.5,3.5,3.5,"Medicaid","Other"
"923",9109,5,"Tufts Associated Health Maintenance Organization, Inc.","RI","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"924",10107,5,"Tufts Benefit Administrators, Inc.","RI","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"925",11101,4.5,"Blue Cross & Blue Shield of Rhode Island","RI","PPO","Yes",3.5,4.5,4,"Commercial","Blue"
"926",1293,4.5,"United Healthcare Services, Inc (Rhode Island)","RI","PPO","Yes",4,4.5,3.5,"Commercial","United"
"927",1391,4.5,"UnitedHealthcare Insurance Company - Rhode Island","RI","PPO","Yes",4,4.5,3.5,"Commercial","United"
"928",1485,3.5,"Cigna Health and Life Insurance Company - Rhode Island","RI","PPO","Yes",2.5,4,2,"Commercial","Cigna"
"929",1579,3.5,"Connecticut General Life Insurance Company - Rhode Island","RI","PPO","Yes",2.5,4,2,"Commercial","Connecticut General"
"930",1673,3,"Aetna Life Insurance Company (Rhode Island)","RI","PPO","Yes",3,3,2,"Commercial","Aetna"
"931",9110,4,"Aetna Life Insurance Company (Rhode Island) CMS Contract: H5521","RI","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"932",10108,4,"UnitedHealthcare of New England, Inc. (MA/RI/VT/NH) CMS Contract: H1944","RI","HMO","Yes",3,3.5,3.5,"Medicare","United"
"933",11102,3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT) CMS Contract: R7444","RI","PPO","Yes",3,3,3.5,"Medicare","United"
"934",1294,3,"UnitedHealthcare Insurance Company (MASCO) † CMS Contract: H2226","RI","HMO","No",2,3.5,3.5,"Medicare","United"
"935",9111,4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",3.5,4.5,4,"Medicaid","Other"
"936",10109,4.5,"UnitedHealthcare of New England, Inc., Medicaid Managed Care Operations","RI","HMO","Yes",4,4.5,4,"Medicaid","United"
"937",9112,3.5,"Aetna Health Inc. (Pennsylvania) – North Carolina dba Coventry Health Care of the Carolinas, Inc.","SC","HMO/POS","Yes",4,3.5,2.5,"Commercial","Coventry"
"938",10110,3,"Cigna Health and Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2.5,2.5,"Commercial","Cigna"
"939",11103,3,"Connecticut General Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2.5,2.5,"Commercial","Connecticut General"
"940",1295,3,"United Healthcare Services, Inc (South Carolina)","SC","PPO","Yes",3,2.5,2.5,"Commercial","United"
"941",1393,3,"UnitedHealthcare Insurance Company (South Carolina)","SC","PPO","Yes",3,2.5,2.5,"Commercial","United"
"942",1487,2.5,"Aetna Life Insurance Company (South Carolina)","SC","PPO","Yes",3,2,1.5,"Commercial","Aetna"
"943",1580,2.5,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","Yes",3,2.5,2,"Commercial","Blue"
"944",9113,4,"Aetna Life Insurance Company (South Carolina) CMS Contract: H5521","SC","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"945",10111,3.5,"UnitedHealthcare Insurance Company-South Carolina CMS Contract: H8748","SC","HMO","Yes",3,3,3,"Medicare","United"
"946",11104,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","SC","PPO","No",3.5,3,3,"Medicare","Humana"
"947",1296,3,"Humana Insurance Company CMS Contract: R5826","SC","PPO","No",3.5,2.5,3,"Medicare","Humana"
"948",1394,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: R9896","SC","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"949",1488,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H6528","SC","PPO","No",3,2.5,2.5,"Medicare","Care Improvement"
"950",1581,2.5,"Cigna HealthCare of South Carolina, Inc. CMS Contract: H7020","SC","HMO","No",3,3,2.5,"Medicare","Cigna"
"951",1675,2,"Care Improvement Plus South Central Insurance Company CMS Contract: R3444","SC","PPO","No",2,1.5,2.5,"Medicare","Care Improvement"
"952",9114,4,"Select Health of South Carolina, Inc.","SC","HMO","Yes",5,3,2.5,"Medicaid","Other"
"953",10112,3,"Absolute Total Care, Inc.","SC","HMO","Yes",3.5,2.5,2,"Medicaid","Other"
"954",11105,3,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",3.5,2.5,2,"Medicaid","Blue"
"955",1297,3,"Molina Healthcare of South Carolina, LLC","SC","HMO","Yes (Interim)",3.5,2.5,2.5,"Medicaid","Molina"
"956",1395,3,"WellCare of South Carolina, Inc.","SC","HMO","Yes",4,2,2,"Medicaid","WellCare"
"957",9115,4,"Medica Insurance Company (MIC)","SD","PPO","Yes",3,3.5,4,"Commercial","Medica "
"958",10113,4,"Medica Self-Insured (MSI)","SD","PPO","Yes",3,3.5,4,"Commercial","Medica "
"959",11106,4,"Sanford Health Plan","SD","HMO","Yes",3,3,4,"Commercial","Other"
"960",1298,3,"Avera Health Plans, Inc.","SD","HMO","Yes",3.5,2,3,"Commercial","Other"
"961",1396,2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",3.5,2,2,"Commercial","Cigna"
"962",1490,2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",3.5,2,2,"Commercial","Connecticut General"
"963",9116,4,"Medica Health Plans (MHP) CMS Contract: H2450","SD","HMO","No",4,3,4,"Medicare","Medica "
"964",10114,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","SD","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"965",9117,4,"BlueCross BlueShield of Tennessee, Inc.","TN","PPO","Yes",4.5,3,3,"Commercial","Blue"
"966",10115,4,"Cigna HealthCare of Tennessee, Inc.","TN","HMO/POS","Yes",4,3,3,"Commercial","Cigna"
"967",11108,3.5,"Aetna Health Inc. (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",3.5,NA,2.5,"Commercial","Aetna"
"968",1299,3.5,"Cigna Health and Life Insurance Company - Tennessee","TN","PPO","Yes",3.5,3,3,"Commercial","Cigna"
"969",1397,3.5,"Connecticut General Life Insurance Company - Tennessee","TN","PPO","Yes",3.5,3,3,"Commercial","Connecticut General"
"970",1491,3.5,"Humana Health Plan Inc. - Tennessee","TN","HMO/POS","Yes",4,2.5,2.5,"Commercial","Humana"
"971",1583,3.5,"UnitedHealthcare Plan of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"972",1677,3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"973",1773,3,"United Healthcare Services, Inc (Tennessee)","TN","PPO","Yes",3.5,2.5,2.5,"Commercial","United"
"974",1864,3,"UnitedHealthcare Insurance Company (Tennessee)","TN","PPO","Yes",3.5,2.5,2.5,"Commercial","United"
"975",1961,2.5,"Aetna Life Insurance Company (Tennessee)","TN","PPO","Yes",4,2,1.5,"Commercial","Aetna"
"976",9118,4,"Aetna Health Inc. (Pennsylvania) - Tennessee CMS Contract: H3931","TN","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"977",10116,4,"Aetna Life Insurance Company (Tennessee) CMS Contract: H5521","TN","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"978",11109,4,"Cariten Health Plan, Inc. CMS Contract: H4461","TN","HMO","Yes",4,4.5,3.5,"Medicare","Other"
"979",12100,4,"Humana Insurance Company (Tennessee) CMS Contract: H6609","TN","PPO","Yes",4,3.5,3,"Medicare","Humana"
"980",1398,4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253 CMS Contract: H5253","TN","HMO/POS","Yes",4,4,3,"Medicare","United"
"981",1492,3.5,"HealthSpring of Tennessee CMS Contract: H4454","TN","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"982",1584,3,"HealthSpring of Tennessee CMS Contract: H4407","TN","HMO","No",3.5,4,3,"Medicare","HealthSpring"
"983",1678,3,"Humana Insurance Company CMS Contract: R5826","TN","PPO","No",3.5,2.5,3,"Medicare","Humana"
"984",1774,2.5,"Harmony Health Plan of Illinois (Tennessee) CMS Contract: H5698","TN","HMO","Yes",2,2,2,"Medicare","Other"
"985",9119,4,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee Special Project: BlueCare","TN","HMO","Yes",5,3,3.5,"Medicaid","Blue"
"986",10117,3.5,"AMERIGROUP Tennessee, Inc Special Project: Middle TN","TN","HMO","Yes",3.5,3,3,"Medicaid","Other"
"987",11110,3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations Special Project: East TN","TN","HMO","Yes",3.5,2.5,3.5,"Medicaid","United"
"988",12101,3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations Special Project: Middle TN","TN","HMO","Yes",3.5,2.5,3,"Medicaid","United"
"989",1399,3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee Special Project: BlueCare-Middle","TN","HMO","Yes",4.5,2,3,"Medicaid","Blue"
"990",1493,3,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations Special Project: West TN","TN","HMO","Yes",3,2,2.5,"Medicaid","United"
"991",1585,3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee Special Project: TennCare Select","TN","HMO","Yes",3.5,2,3,"Medicaid","Blue"
"992",1679,3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee Special Project: Blue Care-West","TN","HMO","Yes",4,2,2.5,"Medicaid","Blue"
"993",1775,2.5,"AMERIGROUP Tennessee, Inc Special Project: East TN","TN","HMO","Yes",2.5,2,2.5,"Medicaid","Other"
"994",1866,2.5,"AMERIGROUP Tennessee, Inc Special Project: West TN","TN","HMO","Yes",3.5,1.5,2.5,"Medicaid","Other"
"995",9120,4,"Scott and White Health Plan","TX","HMO/POS","Yes",4,3.5,3,"Commercial","Other"
"996",10118,3.5,"Aetna Health Inc. (Texas)","TX","HMO/POS","Yes",3.5,3,3,"Commercial","Aetna"
"997",11111,3.5,"Cigna Health and Life Insurance Company - Texas","TX","PPO","Yes",3.5,3,3,"Commercial","Cigna"
"998",12102,3.5,"Community First Health Plans, Inc.","TX","HMO/POS","Yes",2.5,3,3,"Commercial","Other"
"999",13100,3.5,"Connecticut General Life Insurance Company - Texas","TX","PPO","Yes",3.5,3,3,"Commercial","Connecticut General"
"1000",1494,3.5,"Humana Health Plan of Texas, Inc. Special Project / Area: TX Commercial / Austin, TX","TX","HMO/POS","Yes",2,3,3,"Commercial","Humana"
"1001",1586,3.5,"United Healthcare Services, Inc (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial","United"
"1002",1680,3.5,"UnitedHealthcare Insurance Company (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial","United"
"1003",1776,3,"Aetna Life Insurance Company (Texas)","TX","PPO","Yes",2.5,2.5,3,"Commercial","Aetna"
"1004",1867,3,"Cigna HealthCare of Texas, Inc.","TX","HMO/POS","Yes",3,2.5,2,"Commercial","Cigna"
"1005",1963,3,"Humana Health Plan of Texas, Inc. Special Project / Area: TX Commercial / Houston, TX","TX","HMO/POS","Yes",2.5,2.5,2,"Commercial","Humana"
"1006",2053,3,"Humana Health Plan of Texas, Inc. Special Project / Area: TX Commercial / Corpus Christi, TX","TX","HMO/POS","Yes",3,3,2,"Commercial","Humana"
"1007",2148,3,"Humana Health Plan of Texas, Inc. Special Project / Area: TX Commercial / San Antonio, TX","TX","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Humana"
"1008",2243,3,"Humana Insurance Company (Texas)","TX","PPO","Yes",2,3,2.5,"Commercial","Humana"
"1009",2338,2.5,"CHRISTUS Health Plan","TX","HMO","No",4,2,2,"Commercial","Other"
"1010",9121,4.5,"Scott and White Health Plan CMS Contract: H4564","TX","HMO","Yes",5,4,3.5,"Medicare","Other"
"1011",10119,4,"Aetna Life Insurance Company (Texas) CMS Contract: H5521","TX","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"1012",11112,4,"Humana Insurance Company (Texas) CMS Contract: H6609","TX","PPO","Yes",4,3.5,3,"Medicare","Humana"
"1013",12103,4,"KS Plan Administrators, LLC CMS Contract: H0332","TX","HMO","No",4.5,5,4,"Medicare","Other"
"1014",13101,4,"Physicians Health Choice of Texas LLC CMS Contract: H4527","TX","HMO","Yes",2.5,4.5,3.5,"Medicare","Other"
"1015",1495,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","TX","HMO","No",4,4.5,4,"Medicare","United"
"1016",1587,3.5,"Aetna Health Inc. (Texas) CMS Contract: H4523","TX","HMO","Yes",2,2.5,3,"Medicare","Aetna"
"1017",1681,3.5,"Humana Health Plan of Texas, Inc. CMS Contract: H2649","TX","HMO","Yes",3,3.5,3,"Medicare","Humana"
"1018",1777,3.5,"SelectCare of Texas, LLC CMS Contract: H4506","TX","HMO","No",3,3,3.5,"Medicare","Other"
"1019",1868,3.5,"UnitedHealthcare Benefits of Texas, Inc.(Medicare) CMS Contract: H4590","TX","HMO","Yes",3,4,3,"Medicare","United"
"1020",1964,3,"Care N' Care Insurance Company, Inc. CMS Contract: H6328","TX","PPO","No",3.5,4,3,"Medicare","Other"
"1021",2054,3,"Humana Insurance Company CMS Contract: R5826","TX","PPO","No",3.5,2.5,3,"Medicare","Humana"
"1022",2149,3,"Texas HealthSpring, LLC CMS Contract: H4513","TX","HMO","No",2.5,4.5,3,"Medicare","HealthSpring"
"1023",2244,3,"United Healthcare Community Plan of Texas, LLC CMS Contract: H4514","TX","HMO/POS","Yes",2.5,2,3,"Medicare","United"
"1024",2339,2.5,"Bravo Health Texas, Inc. CMS Contract: H4528","TX","HMO","No",1.5,3,2.5,"Medicare","Other"
"1025",2432,2.5,"Care Improvement Plus of Texas Insurance Company CMS Contract: R6801","TX","PPO","No",2.5,2,2.5,"Medicare","Care Improvement"
"1026",2528,2.5,"HealthSpring Life and Health CMS Contract: H7787","TX","PPO","No",3,3,2.5,"Medicare","HealthSpring"
"1027",2626,2.5,"HealthSpring Life and Health CMS Contract: H2165","TX","HMO","No",3,3,2.5,"Medicare","HealthSpring"
"1028",2722,2.5,"Molina Healthcare of Texas, Inc. † CMS Contract: H7678","TX","HMO","No",2.5,2,2.5,"Medicare","Molina"
"1029",2816,2.5,"SelectCare Health Plans, Inc. CMS Contract: H5656","TX","HMO","No",2.5,2.5,3,"Medicare","Other"
"1030",9122,4,"Superior HealthPlan, Inc","TX","HMO","Yes",3.5,3.5,3,"Medicaid","Other"
"1031",10120,3.5,"AMERIGROUP Texas, Inc.","TX","HMO","Yes",3,3.5,3,"Medicaid","Other"
"1032",11113,3.5,"Molina Healthcare of Texas, Inc.","TX","HMO","Yes",3,3.5,2.5,"Medicaid","Molina"
"1033",12104,3.5,"Scott and White Health Plan Special Project / Area: TX Medicaid / Central, TX","TX","HMO","No",4,3.5,3,"Medicaid","Other"
"1034",13102,3,"Aetna Better Health of Texas","TX","HMO","Yes (Interim)",3.5,2.5,2,"Medicaid","Aetna"
"1035",1496,2.5,"Parkland Community Health Plan","TX","HMO","No",3,3,2,"Medicaid","Other"
"1036",1588,1.5,"United Healthcare - Texas","TX","HMO","No",3.5,2,1,"Medicaid","United"
"1037",9123,4,"SelectHealth Inc.","UT","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Other"
"1038",10121,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","UT","HMO/POS","Yes",1.5,2.5,3,"Commercial","Aetna"
"1039",11114,2.5,"Aetna Life Insurance Company (Utah)","UT","PPO","Yes",2,2,2.5,"Commercial","Aetna"
"1040",12105,2.5,"Humana Insurance Company (Utah)","UT","PPO","Yes",2,2,2.5,"Commercial","Humana"
"1041",13103,2.5,"Regence BlueCross BlueShield of Utah","UT","PPO","No (In process)",2.5,2.5,2.5,"Commercial","Blue"
"1042",1497,2.5,"United Healthcare Services, Inc (Utah)","UT","PPO","Yes",1.5,2.5,2.5,"Commercial","United"
"1043",1589,2.5,"UnitedHealthcare Insurance Company (Utah)","UT","PPO","Yes",1.5,2.5,2.5,"Commercial","United"
"1044",9124,4,"Humana Insurance Company (Utah) CMS Contract: H6609","UT","PPO","Yes",4,3.5,3,"Medicare","Humana"
"1045",10122,3.5,"Aetna Life Insurance Company (Utah) CMS Contract: H5521","UT","PPO","No (Scheduled)",4,4,3.5,"Medicare","Aetna"
"1046",11115,3.5,"Regence BlueCross BlueShield of Utah CMS Contract: H4605","UT","PPO","No (In process)",4,4,3,"Medicare","Blue"
"1047",12106,3.5,"SelectHealth Inc. CMS Contract: H1994","UT","POS","No",3.5,3,3.5,"Medicare","Other"
"1048",13104,3.5,"UnitedHealthcare of Utah, Inc. CMS Contract: H4604","UT","HMO","Yes",3,3.5,3,"Medicare","United"
"1049",1498,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc. CMS Contract: H8649","UT","HMO/POS","No",3,3,3.5,"Medicare","Aetna"
"1050",1590,3,"Humana Medical Plan Of Utah, Inc. CMS Contract: H2486","UT","HMO","No",3,3,3,"Medicare","Humana"
"1051",1684,3,"Molina Healthcare of Utah Inc. CMS Contract: H5628","UT","HMO","No",2.5,3,3,"Medicare","Molina"
"1052",1780,2,"Sierra Health & Life CMS Contract: H2905","UT","PPO","No",3,1.5,2,"Medicare","Other"
"1053",9125,4,"Molina Healthcare of Utah Inc.","UT","HMO","Yes",3,3,3.5,"Medicaid","Molina"
"1054",10123,3.5,"SelectHealth Inc.","UT","HMO","No (Scheduled)",3.5,3.5,4,"Medicaid","Other"
"1055",9126,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","VT","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"1056",10124,4.5,"MVP Health Care, Inc.","VT","HMO/POS","Yes",4.5,4,3.5,"Commercial","Other"
