"","state","abbreviation","v1","rating","plan","type","ncqa","consumersat","prevention","treatment","instype","plantype","year","pop_2016.x","pct_pop_age0-18_2016","pct_pop_age19-25_2016","pct_pop_age26-34_2016","pct_pop_age35-54_2016","pct_pop_age55-64_2016","pct_pop_age65_2016","pct_citizen_2016","pct_male_2016","pct_female_2016","pct_white_2016","pct_black_2016","pct_hispanic_2016","pct_asian_2016","pct_native_2016","pct_pacific_2016","pct_two_or_more_races_2016","pct_fpv<100_2016","pct_fpv100-199_2016","pct_fpv200-399_2016","pct_fpv>400_2016","med_house_income_2016","pct_unemployed_2016","avg_monthly_SNAP_2016","expend_per_cap_2016","forclosure_rate_2016","pct_change_monthly_umployment_2016","pct_change_monthly_SNAP_2016","economic_distress_rank_2016","pct_any_mental_illness_2016","pct_serious_mental_illness_2016","cancer_death_rate_2016","death_rate_2016","cvs_death_rate_2016","firearm_death_rate_2016","opioid_od_death_rate_2016","all_drug_od_death_rate_2016","flu_pna_death_2016","pct_smoke_2016","pct_reported_poor_health_2016","expansion_2017","total_medicaid_enroll_2017","expansion_group_enrolled_2017","expansion_group_newly_eligible_enrolled_2017","hosp_expense_inpatient_day_2016","hosp_rate_gov_hosp_2016","hosp_rate_nonprofit_hosp_2016","hosp_rate_forprofit_hosp_2016","hosp_rate_total_2016","pct_uninsured_2013","pct_uninsured_2016","pct_change_uninsured_2013_2016","herfindahl_hirschman_Index_2016","market_share_largest_insure_2016","no_insure_>5%_mark_share_2016","gross_margins_per_member_2016","total_pc_hpsa_2017","pop_hpsa_2017","pct_needs_met_2017","no_practitioners_needed_2017","pct_hdhp_2017","avg_fam_prem_employee_cont_2016","avg_fam_prem_employer_cont_2016","avg_fam_prem_total_2016","avg_sing_prem_employee_cont_2016","avg_sing_prem_employer_cont_2016","avg_sing_prem_total_2016","hc_exp_per_cap_2014","avg_bench_mktplace_prem","pct_pot_mkt_pop_enrol_2016","no_insur_provid_2016","insur_spend_per_cap_2014","pct_not_hav_pcp_2016","quality_rank_2016","quality_value_2016","no_pcp_2018","no_specialist_2018","no_total_md_2018","pop_2016.y","land_area","pop_density","pct_disability_2016","num_gov_beds_2016","num_non_profit_beds_2016","num_for_profit_beds_2016","num_total_beds_2016","no_pcp_per_pop","no_specialists_per_pop","no_total_md_pop","rx_opioid_deaths_16.x","pct_no_place_care_2014.x","doc_dens","insured_dens","pct_non_citizen_2016","rx_opioid_deaths_16.y","pct_no_place_care_2014.y","rx_opioid_deaths_16","pct_no_place_care_2014"
"29","California","CA",251,3,"United HealthCare Services, Inc. (California)","PPO","Yes",2,3,3,"Commercial","United",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"30","California","CA",261,3,"UnitedHealthcare Insurance Company (California)","PPO","Yes",2,3,3,"Commercial","United",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"31","California","CA",271,3,"UnitedHealthcare of California (formerly PacifiCare of California)","HMO","Yes",2,3,2.5,"Commercial","United",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"32","California","CA",28,3,"Valley Health Plan","HMO","Yes",1.5,3,3,"Commercial","Other",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"33","California","CA",222,3,"Chinese Community Health Plan","HMO","No",1,3.5,4,"Commercial","Other",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"34","California","CA",231,3,"Cigna Health and Life Insurance Company - California","PPO","Yes",2,3,3,"Commercial","Cigna",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"35","California","CA",108,4.5,"Kaiser Foundation Health Plan Inc. - Southern California","HMO","Yes",3,4.5,4.5,"Commercial","Kaiser",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"36","California","CA",99,5,"Kaiser Foundation Health Plan, Inc. - Northern California","HMO","Yes",3.5,4.5,4.5,"Commercial","Kaiser",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"37","California","CA",118,4.5,"Sharp Health Plan","HMO","Yes",3.5,4,4,"Commercial","Other",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"38","California","CA",128,4,"Western Health Advantage","HMO","Yes",3.5,3.5,3.5,"Commercial","Other",2016,39188300,25,10,13,26,12,14,87,50,50,0.38,0.05,0.39,0.15,"0.01","0.01",0.02,13.98,17.86,27.6,40.55,66637,5.3,4340042,6392,1521,-5.2,-3.9,27,16.8,3.5,139.7,616.9,143.1,7.9,4.9,11.2,14,11,17.8,1,13189700,3673900,3673900,3421.19,84,277,72,432,23.9,10.4,-13.5,2519,30,4,NA,640,7932713,45.88,1443,38.4,4829,12629,17458,1146,4908,6054,7549,312,47,12,4735,24,16,0.346,52890,57712,110602,39188300,155973,251.250536951908,10.8,0.3,1.2,0.3,1.8,1.34963751936165,1.47268444918509,2.82232196854673,1435,0.189,0.709109910048534,7.37474306450475,13,1435,0.189,1435,0.189
"39","Colorado","CO",912,4.5,"Kaiser Foundation Health Plan of Colorado","HMO","Yes",2.5,4.5,4,"Commercial","Kaiser",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"40","Colorado","CO",1211,3.5,"Connecticut General Life Insurance Company - Colorado","PPO","Yes",2.5,3.5,3.5,"Commercial","Connecticut General",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"41","Colorado","CO",1310,3.5,"Denver Health Medical Plan, Inc.","HMO/POS","Yes",1.5,4,3,"Commercial","Other",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"42","Colorado","CO",1011,4,"HMO Colorado, Inc.","HMO","Yes",2.5,4,3,"Commercial","Other",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"43","Colorado","CO",1111,3.5,"Cigna Health and Life Insurance Company - Colorado","PPO","Yes",2.5,3.5,3.5,"Commercial","Cigna",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"44","Colorado","CO",206,3,"Rocky Mountain Health Maintenance Organization, Inc.","HMO","Yes",2,3,3,"Commercial","Other",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"45","Colorado","CO",216,3,"Rocky Mountain Health Maintenance Organization, Inc.","PPO","No",2.5,3.5,3,"Commercial","Other",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"46","Colorado","CO",225,2.5,"Rocky Mountain Hospital & Medical Services, Inc. dba Anthem Blue Cross and Blue Shield (Colorado) Special Project: Federal Employee Program","PPO","No (Scheduled)",3.5,2.5,2,"Commercial","Anthem",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"47","Colorado","CO",148,3.5,"Rocky Mountain Healthcare Options, Inc.","PPO","Yes",2.5,3,3,"Commercial","Other",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"48","Colorado","CO",157,3.5,"United Healthcare Services, Inc (Colorado)","PPO","Yes",2.5,3.5,3,"Commercial","United",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"49","Colorado","CO",167,3.5,"UnitedHealthcare Insurance Company (Colorado)","PPO","Yes",2.5,3.5,3,"Commercial","United",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"50","Colorado","CO",177,3,"Aetna Health Inc. (Pennsylvania) - Colorado","HMO/POS","Yes",2,3,2.5,"Commercial","Aetna",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"51","Colorado","CO",187,3,"Aetna Life Insurance Company (Colorado)","PPO","Yes",2.5,3,2.5,"Commercial","Aetna",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"52","Colorado","CO",197,3,"Humana Health Plan, Inc (Colorado)","HMO/POS","Yes",1.5,3,3.5,"Commercial","Humana",2016,5509200,24,9,14,26,12,15,94,50,50,0.7,0.04,0.19,0.04,NA,NA,0.02,8.6,13.95,29.6,47.84,70566,3.2,475690,6629,1479,-0.3,-3.4,21,19.4,4.5,137.1,669.5,129.8,14.3,9.5,16.6,9.6,15.6,14.5,1,1338700,450900,448600,2866.32,80,233,83,396,18.3,10.2,-8.1,2664,36,4,-1,123,1068743,38.41,225,64.4,4822,12637,17459,1385,4587,5972,6804,307,22,8,4623,25.6,10,0.559,7109,7238,14347,5509200,103730,53.1109611491372,10.4,0.4,1.2,0.4,1.9,1.29038698903652,1.31380236694983,2.60418935598635,312,0.2,0.138310999710788,1.41077219705003,6,312,0.2,312,0.2
"53","Connecticut","CT",1410,4,"Connecticut General Life Insurance Company - Connecticut","PPO","Yes",3.5,4,3.5,"Commercial","Connecticut General",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
"54","Connecticut","CT",217,3,"Anthem Health Plans, Inc. dba Anthem Blue Cross and Blue Shield - Connecticut Special Project: Federal Employee Program","PPO","No (Scheduled)",4,3,2,"Commercial","Anthem",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
"55","Connecticut","CT",915,4.5,"Anthem Health Plans, Inc. dba Anthem Blue Cross and Blue Shield - Connecticut","HMO/POS","Yes",4.5,4.5,4,"Commercial","Anthem",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
"56","Connecticut","CT",1014,4,"Aetna Health Inc. (Connecticut)","HMO/POS","Yes",2.5,3.5,4,"Commercial","Aetna",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
"57","Connecticut","CT",1113,4,"Cigna Health and Life Insurance Company - Connecticut","PPO","Yes",3.5,4,3.5,"Commercial","Cigna",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
"58","Connecticut","CT",1213,4,"ConnectiCare Insurance Company, Inc. (CICI)","HMO/POS","Yes",3,4,4,"Commercial","Other",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
"59","Connecticut","CT",1312,4,"ConnectiCare, Inc.","HMO/POS","Yes",3,4,4,"Commercial","Other",2016,3570300,23,10,12,26,14,16,93,49,51,0.67,0.1,0.16,0.05,NA,"<.01",NA,9.92,12.15,27.16,50.77,75923,4.8,431597,8903,1161,-3,-3.2,12,17.7,3.5,144.9,654,144.3,4.6,24.5,27.4,11.7,13.3,14.4,1,862800,216900,201600,2704.6,10,531,5,546,13.2,6.8,-6.4,3878,54,3,-13,41,458794,0.23,155,56.4,5296,13341,18637,1498,5047,6545,9859,353,35,4,5187,14.8,3,0.747,6886,8390,15276,3570300,4845,736.904024767802,11.1,0,2,0,2,1.92868946587122,2.34994258185587,4.27863204772708,666,0.101,3.15294117647059,21.44,7,666,0.101,666,0.101
