"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"187",1613,3,"Cigna Health and Life Insurance Company - Florida","FL","PPO","Yes",3.5,2.5,2,"Commercial","Cigna"
"188",1713,3,"Cigna HealthCare of Florida, Inc.","FL","HMO/POS","Yes",3,3,2,"Commercial","Cigna"
"189",1811,3,"Connecticut General Life Insurance Company - Florida","FL","PPO","Yes",3.5,2.5,2,"Commercial","Connecticut General"
"190",1911,3,"Coventry Health Care of Florida, Inc.","FL","HMO/POS","Yes",2,3,2.5,"Commercial","Coventry"
"191",209,3,"Health Options Inc.","FL","HMO","Yes",2.5,2.5,2.5,"Commercial","Other"
"192",228,3,"Neighborhood Health Partnership, Inc.","FL","HMO/POS","Yes",2.5,2.5,2,"Commercial","Other"
"193",238,3,"United Healthcare Services, Inc  (Florida)","FL","PPO","Yes",3.5,2.5,2,"Commercial","United"
"194",246,3,"UnitedHealthcare Insurance Company (Florida)","FL","PPO","Yes",3.5,2.5,2,"Commercial","United"
"195",255,3,"UnitedHealthcare of Florida, Inc.","FL","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","United"
"196",925,4.5,"Aetna Life Insurance Company (Florida)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","FL","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"197",1024,4.5,"Capital Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5938","FL","HMO","Yes",4,4.5,4,"Medicare","Other"
"198",1123,4,"Aetna Health Inc.  (Florida)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1609","FL","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"199",1221,4,"AvMed, Inc. d/b/a AvMed Health Plans
                                    
                                        
                                    

                                    
                                        CMS Contract: H1016","FL","HMO","Yes",3.5,3,3.5,"Medicare","Other"
"200",1320,4,"Florida Health Care Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1035","FL","HMO/POS","Yes",4,4,3,"Medicare","Other"
"201",1415,4,"Freedom Health Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5427","FL","HMO","Yes",3,4,3.5,"Medicare","Other"
"202",1515,4,"Health First Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1099","FL","HMO/POS","Yes",3.5,3.5,3.5,"Medicare","Other"
"203",1614,4,"HealthSun Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5431","FL","HMO","No",5,3,3.5,"Medicare","Other"
"204",1714,4,"Leon Medical Centers Health Plans
                                    
                                        
                                    

                                    
                                        CMS Contract: H5410","FL","HMO","No",4.5,4,3.5,"Medicare","Other"
"205",1812,4,"Medica Healthcare Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5420","FL","HMO/POS","Yes",4,3,3.5,"Medicare","Medica "
"206",1912,4,"Optimum HealthCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5594","FL","HMO","Yes",3,3.5,3.5,"Medicare","Other"
"207",2010,4,"Sierra Health and Life Insurance Company, Inc. (FL)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","FL","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"208",219,4,"Ultimate Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2962","FL","HMO","Yes",3.5,3.5,3.5,"Medicare","Other"
"209",229,3.5,"CarePlus Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1019","FL","HMO","No",3,3.5,3.5,"Medicare","Other"
"210",239,3.5,"Health Options Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1026","FL","HMO","Yes",3,3.5,3,"Medicare","Other"
"211",247,3.5,"Humana Medical Plan, Inc. (Florida)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1036","FL","HMO","Yes",3,4,3.5,"Medicare","Humana"
"212",266,3.5,"UnitedHealthCare Insurance Company (Regional FL)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","FL","PPO","Yes",2.5,3.5,3,"Medicare","United"
"213",274,3,"Blue Cross And Blue Shield of Florida, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5434","FL","PPO","No",3.5,3,3,"Medicare","Blue"
"214",284,3,"Blue Cross And Blue Shield of Florida, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: R3332","FL","PPO","No",3.5,2.5,3,"Medicare","Blue"
"215",926,4,"Coventry Health Care of Florida, Inc. d/b/a Aetna Better Health of Florida","FL","HMO","Yes",4,3.5,3.5,"Medicaid","Coventry"
"216",1025,3.5,"AMERIGROUP Florida, Inc.","FL","HMO","Yes",3,3,3,"Medicaid","Other"
"217",1124,3.5,"Humana Medical Plan, Inc. (Florida)","FL","HMO","Yes",2.5,3,3,"Medicaid","Humana"
"218",1222,3.5,"Simply Healthcare Plans, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: Managed Medical Assistance / Region 11","FL","HMO","No",5,3,3.5,"Medicaid","Other"
"219",1321,3.5,"WellCare of Florida, Inc.
                                    
                                        
                                    

                                    
                                        Special Area: Florida","FL","HMO","Yes",3,3,3,"Medicaid","WellCare"
